KH_ID,GioiTinh,QueQuan,NamHocThu,ChuyenNganh,NgheNghiepGiaDinh,ChiTieuHangThang,ThoiGianSuDung,MucDichSuDungLaptop,MucDoHaiLong,YeuToThuongHieuSP,YeuToCauHinh,YeuToTocDoXuLy,YeuToGia,YeuToThietKe,YeuToUyTinNhaBanle,YeuToBaoMat,YeuToBaoHanh,YeuToKhuyenMai
CTM41530,N?,Qu?ng Tr?,Nãm 3,K? toán,Nông dân,Dý?i 1.500.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",2,4,2,3,4,3,4,2,3,4
CTM41579,N?,Ð?k L?k,Nãm 3,Qu?n tr? khách s?n,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c",4,4,2,3,4,3,3,2,3,4
CTM41626,Nam,B?nh Ð?nh,Nãm 4,Thýõng m?i ði?n t?,Nông dân,T? 3.000.000 ð?n 5.000.000,T? 6 tháng - 1 nãm,"Làm vi?c, Chõi game",5,4,3,3,3,4,4,3,4,4
CTM41742,N?,Th?a Thiên Hu?,Nãm 3,Qu?n tr? d?ch v? du l?ch và l? hành,Nông dân,T? 3.000.000 ð?n 5.000.000,T? 6 tháng - 1 nãm,H?c t?p,5,2,3,2,4,3,2,2,3,2
CTM4175,Nam,Ð?k Nông,Nãm 3,Qu?n l? nhà ný?c,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,5,5,4,3,4,3,5,5
CTM42049,Nam,H? Chí Minh,Nãm 3,Ngo?i thýõng,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c",4,5,3,3,3,5,5,2,2,3
CTM42161,N?,Ð?k Nông,Nãm 4,Ngo?i thýõng,Kinh doanh t? do,Trên 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web), Khác",5,3,4,4,2,2,3,4,4,2
CTM42209,N?,Qu?ng B?nh,Nãm 2,Lu?t,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,4,4,4,4,4,4,4,4
CTM42264,N?,Thanh Hóa,Nãm 3,Ngân hàng,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",2,4,2,3,4,5,3,4,5,5
CTM42310,N?,Ngh? An,Nãm 3,Lu?t kinh t?,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,5,4,5,4,5,4,2,4,4
CTM42322,N?,H? Chí Minh,Nãm 2,Quan h? công chúng,Nhân viên vãn ph?ng,T? 3.000.000 ð?n 5.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,5,3,4,4,5,2,3,3,4
CTM42335,N?,Ð?k L?k,Nãm 3,Lu?t,Nhân viên vãn ph?ng,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,3,4,4,4,3,4,4,4,4
CTM42458,Nam,Hà N?i,Nãm 2,H? th?ng thông tin qu?n l?,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,5,5,5,4,5,3,5,5
CTM42582,N?,Gia Lai,Nãm 3,Thýõng m?i ði?n t?,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,H?c t?p,4,3,3,4,4,2,5,3,4,5
CTM42686,N?,Thanh Hóa,Nãm 3,Tài chính doanh nghi?p,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,3,3,4,1,2,4,3,3,5
CTM42691,Nam,Ðà N?ng,Nãm 4,Thýõng m?i,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,H?c t?p,5,4,4,4,4,4,3,3,3,3
CTM42756,Nam,Ðà N?ng,Nãm 4,Qu?n tr? kinh doanh,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c",4,4,5,5,5,4,5,5,5,4
CTM42772,N?,Qu?ng Tr?,Nãm 2,Thýõng m?i,Nông dân,Dý?i 1.500.000,Trên 2 nãm,H?c t?p,2,2,3,3,5,4,5,2,5,5
CTM42916,N?,Qu?ng Tr?,Nãm 2,Qu?n tr? d?ch v? du l?ch và l? hành,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,3,3,4,2,2,1,2,4
CTM42917,N?,Hà N?i,Nãm 2,Kinh t? phát tri?n,Nông dân,Dý?i 1.500.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,3,3,5,4,5,2,5,5
CTM43273,Nam,Ð?k Nông,Nãm 2,H? th?ng thông tin qu?n l?,Nông dân,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Chõi game",4,3,5,5,4,2,3,2,4,4
CTM43399,N?,Hà T?nh,Nãm 4,Thýõng m?i,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,3,3,3,5,3,5,3,5,5
CTM43412,Nam,H? Chí Minh,Nãm 4,Ngo?i thýõng,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,T? 6 tháng - 1 nãm,H?c t?p,5,4,3,3,3,5,5,5,3,3
CTM43421,Nam,H? Chí Minh,Nãm 2,Ngo?i thýõng,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,3,3,3,4,3,3,4,3
CTM43452,Nam,Ðà N?ng,Nãm 1,Ngo?i thýõng,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,Dý?i 6 tháng,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,5,5,5,5,5,5,5,5,5
CTM43487,Nam,Ð?k L?k,Nãm 3,Thýõng m?i ði?n t?,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,5,5,5,4,5,5,5,5,4
CTM43636,N?,Ðà N?ng,Nãm 2,Qu?n tr? chu?i cung ?ng,Kinh doanh t? do,Trên 5.000.000,Trên 2 nãm,H?c t?p,5,4,4,4,4,4,4,4,4,4
CTM43741,N?,Qu?ng Tr?,Nãm 3,Thýõng m?i ði?n t?,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c",5,4,4,4,5,2,2,2,4,4
CTM43846,N?,Hà N?i,Nãm 4,Thýõng m?i,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,4,4,5,4,4,4,4,4
CTM43958,Nam,Hà N?i,Nãm 2,Ki?m toán,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,T? 6 tháng - 1 nãm,H?c t?p,4,4,3,4,4,3,5,3,4,4
CTM44092,N?,Ð?k L?k,Nãm 1,Lu?t kinh t?,Nông dân,Dý?i 1.500.000,Trên 2 nãm,"Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,5,5,3,2,2,3,4,4
CTM44150,N?,Hà T?nh,Nãm 3,Thýõng m?i,Nông dân,Dý?i 1.500.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c",4,4,2,3,4,3,4,3,4,4
CTM44211,N?,Phú Yên,Nãm 4,Thýõng m?i,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,5,3,3,5,4,5,3,4,4
CTM4436,Nam,Ð?k L?k,Nãm 3,H? th?ng thông tin qu?n l?,Kinh doanh t? do,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Chõi game",4,3,5,5,3,4,3,4,4,5
CTM44365,N?,H? Chí Minh,Nãm 1,Qu?n tr? ngu?n nhân l?c,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,3,3,3,3,3,3,3,3,3
CTM44386,Nam,Ðà N?ng,Nãm 2,Thýõng m?i,Nhân viên vãn ph?ng,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c",3,4,3,4,4,4,3,3,5,4
CTM44430,N?,Ngh? An,Nãm 4,K? toán,Kinh doanh t? do,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c",4,3,2,3,4,5,3,4,3,4
CTM44439,N?,Ðà N?ng,Nãm 4,Thýõng m?i,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",2,2,4,4,5,1,2,1,2,4
CTM4454,Nam,Hà N?i,Nãm 3,H? th?ng thông tin qu?n l?,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Chõi game",5,2,5,5,4,2,4,3,4,5
CTM44625,N?,Th?a Thiên Hu?,Nãm 4,Ngo?i thýõng,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web), Khác",4,4,3,4,4,4,4,3,4,4
CTM447,N?,Ð?k L?k,Nãm 3,Qu?n tr? chu?i cung ?ng,Nông dân,Dý?i 1.500.000,Trên 2 nãm,H?c t?p,5,4,2,3,4,4,4,2,3,4
CTM44730,N?,Th?a Thiên Hu?,Nãm 1,K? toán,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c",4,2,2,3,4,2,3,2,3,4
CTM44850,Nam,Ðà N?ng,Nãm 1,Lu?t,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,Khác,4,3,5,5,4,4,3,3,3,2
CTM44993,Nam,H? Chí Minh,Nãm 2,Ngo?i thýõng,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,5,5,5,3,4,5,4,4,4
CTM45303,N?,Th?a Thiên Hu?,Nãm 2,K? toán,Nông dân,Dý?i 1.500.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c",3,3,3,3,4,2,4,2,5,5
CTM45430,N?,H? Chí Minh,Nãm 1,Qu?n tr? ngu?n nhân l?c,Nhân viên vãn ph?ng,T? 1.500.000 ð?n 3.000.000,Dý?i 6 tháng,H?c t?p,5,5,2,3,4,4,3,2,3,4
CTM45547,N?,Hà N?i,Nãm 2,Thýõng m?i,Nông dân,Dý?i 1.500.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,3,3,4,4,2,2,4,4
CTM45660,Nam,Ð?k Nông,Nãm 3,Qu?n tr? kinh doanh,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,4,4,5,4,4,2,5,4
CTM4567,N?,Ð?k Nông,Nãm 2,Qu?n tr? Marketing,Nhân viên vãn ph?ng,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Chõi game",5,3,3,3,3,3,3,3,3,3
CTM45685,N?,Hà N?i,Nãm 3,Qu?n tr? kinh doanh,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,H?c t?p,4,4,2,3,4,3,2,4,3,5
CTM45690,N?,Ðà N?ng,Nãm 1,Qu?n tr? khách s?n,Nhân viên vãn ph?ng,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,Chõi game,4,4,4,4,4,4,4,4,4,4
CTM45810,N?,Qu?ng Tr?,Nãm 3,Qu?n tr? ngu?n nhân l?c,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c",3,2,3,3,5,1,3,1,4,5
CTM45930,Nam,Hà N?i,Nãm 3,Toán kinh t?,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game",2,4,5,5,5,2,2,2,5,5
CTM45953,Nam,Qu?ng B?nh,Nãm 2,Qu?n tr? ngu?n nhân l?c,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Khác",4,3,4,4,4,2,2,3,3,3
CTM4598,Nam,Hà N?i,Nãm 2,Ki?m toán,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Chõi game",3,2,3,4,3,2,3,2,4,3
CTM46007,N?,Qu?ng Tr?,Nãm 3,Qu?n tr? tài chính,Nông dân,Dý?i 1.500.000,T? 6 tháng - 1 nãm,H?c t?p,5,4,2,3,4,3,5,2,3,4
CTM46088,N?,Hà N?i,Nãm 2,Tài chính doanh nghi?p,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,2,2,4,4,4,3,3,4
CTM46191,N?,H? Chí Minh,Nãm 3,Qu?n tr? d?ch v? du l?ch và l? hành,Nông dân,T? 1.500.000 ð?n 3.000.000,Dý?i 6 tháng,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,4,5,5,5,4,4,4,4,5
CTM46193,N?,Th?a Thiên Hu?,Nãm 1,Lu?t,Nông dân,Dý?i 1.500.000,T? 6 tháng - 1 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,2,2,2,5,3,4,2,5,5
CTM46225,N?,Ðà N?ng,Nãm 3,Ngo?i thýõng,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Chõi game",3,3,4,4,4,3,2,3,4,2
CTM46312,Nam,Hà N?i,Nãm 2,H? th?ng thông tin qu?n l?,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,H?c t?p,4,4,5,5,4,3,3,3,4,4
CTM46336,N?,B?nh Ð?nh,Nãm 2,Lu?t kinh t?,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,H?c t?p,5,3,3,4,4,5,3,3,4,4
CTM46361,Nam,Ðà N?ng,Nãm 3,Ngo?i thýõng,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,3,3,3,3,3,3,3,3,3
CTM46385,Nam,Hà N?i,Nãm 4,Ngo?i thýõng,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,Dý?i 6 tháng,H?c t?p,4,3,3,3,3,3,3,3,3,3
CTM4644,N?,Th?a Thiên Hu?,Nãm 3,Ki?m toán,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c",4,4,4,4,4,4,4,4,4,3
CTM46471,Nam,H? Chí Minh,Nãm 3,Qu?n tr? kinh doanh,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,4,4,4,4,5,4,5,5
CTM46483,N?,Qu?ng Tr?,Nãm 4,Thýõng m?i,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,H?c t?p,3,3,2,2,3,2,3,3,2,3
CTM46701,Nam,Gia Lai,Nãm 3,Qu?n tr? Marketing,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,3,3,3,3,3,3,3,3,3
CTM4684,Nam,Ðà N?ng,Nãm 2,H? th?ng thông tin qu?n l?,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Chõi game",5,4,5,5,4,5,5,4,4,5
CTM46947,N?,H? Chí Minh,Nãm 1,Lu?t kinh t?,Nông dân,Dý?i 1.500.000,Dý?i 6 tháng,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web), Khác",4,5,5,4,5,3,4,5,5,4
CTM47080,Nam,H? Chí Minh,Nãm 3,Quan h? công chúng,Kinh doanh t? do,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",2,4,3,3,4,2,3,3,4,4
CTM4710,N?,Kon Tum,Nãm 4,Thýõng m?i,Nông dân,T? 1.500.000 ð?n 3.000.000,Dý?i 6 tháng,H?c t?p,5,3,3,3,3,3,3,3,3,3
CTM47433,N?,H? Chí Minh,Nãm 4,Ngo?i thýõng,Công ch?c nhà ný?c,Dý?i 1.500.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,5,5,4,3,4,3,4,4
CTM47500,Nam,Hà N?i,Nãm 4,H? th?ng thông tin qu?n l?,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,5,5,5,4,2,3,4,5,5
CTM47598,N?,Ðà N?ng,Nãm 3,Thýõng m?i ði?n t?,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,H?c t?p,4,4,3,3,4,4,5,2,4,4
CTM47639,N?,Hà N?i,Nãm 2,Qu?n tr? chu?i cung ?ng,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,H?c t?p,4,4,5,5,4,4,5,5,5,3
CTM4767,Nam,H? Chí Minh,Nãm 2,Qu?n tr? ngu?n nhân l?c,Kinh doanh t? do,Dý?i 1.500.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,5,5,5,4,4,4,5,4
CTM47780,N?,Hà N?i,Nãm 4,K? toán,Kinh doanh t? do,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c",2,2,3,3,4,2,4,2,3,4
CTM47857,N?,Qu?ng Tr?,Nãm 3,Toán kinh t?,Nông dân,Dý?i 1.500.000,Trên 2 nãm,H?c t?p,4,4,4,5,4,3,2,2,4,5
CTM47998,N?,B?nh Ð?nh,Nãm 4,Lu?t kinh t?,Nông dân,Dý?i 1.500.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,2,3,4,5,2,3,2,5,5
CTM48119,N?,Gia Lai,Nãm 4,Lu?t kinh t?,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,4,4,5,3,3,2,4,5
CTM48185,Nam,H? Chí Minh,Nãm 2,Ngo?i thýõng,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,5,4,4,3,5,3,2,2,3
CTM48186,N?,Thanh Hóa,Nãm 1,Qu?n tr? d?ch v? du l?ch và l? hành,Nhân viên vãn ph?ng,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,4,4,3,4,4,4,4,3
CTM48324,Nam,Qu?ng Tr?,Nãm 4,Ngo?i thýõng,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,3,4,4,4,2,4,5,5
CTM48332,N?,Qu?ng Ng?i,Nãm 3,Truy?n thông Marketing,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,2,3,3,5,2,5,2,4,3
CTM48330,Nam,Hà N?i,Nãm 4,Lu?t,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game",3,2,4,4,4,3,4,3,4,3
CTM48333,N?,Ð?k Nông,Nãm 3,Thýõng m?i ði?n t?,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,3,4,3,3,4,2,3,3,2
CTM48371,Nam,Hà T?nh,Nãm 3,H? th?ng thông tin qu?n l?,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,H?c t?p,3,4,4,5,3,4,3,3,5,3
CTM48384,N?,H? Chí Minh,Nãm 2,Thýõng m?i ði?n t?,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c",3,4,3,3,4,4,4,2,4,4
CTM48421,Nam,Ðà N?ng,Nãm 3,H? th?ng thông tin qu?n l?,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,2,5,5,4,4,5,4,5,5
CTM48444,Nam,Gia Lai,Nãm 2,Lu?t,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,4,4,4,3,3,3,4,4
CTM48453,N?,Hà N?i,Nãm 3,K? toán,Nông dân,Dý?i 1.500.000,T? 6 tháng - 1 nãm,H?c t?p,2,4,3,3,5,4,5,2,4,5
CTM48651,N?,Th?a Thiên Hu?,Nãm 3,K? toán,Nông dân,Dý?i 1.500.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",2,2,2,3,4,4,5,2,5,5
CTM48664,Nam,B?nh Ð?nh,Nãm 2,Quan h? công chúng,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,4,4,4,4,4,4,4,4
CTM48793,Nam,Ðà N?ng,Nãm 2,Ngân hàng,Kinh doanh t? do,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,H?c t?p,3,3,3,3,4,2,3,4,3,4
CTM48861,N?,Qu?ng Ng?i,Nãm 4,Thýõng m?i,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,4,4,4,4,2,5,2,5,4
CTM49137,Nam,Gia Lai,Nãm 4,Tài chính doanh nghi?p,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,4,4,3,2,5,2,4,4
CTM49241,Nam,Th?a Thiên Hu?,Nãm 4,Ki?m toán,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,H?c t?p,3,2,3,3,4,2,3,2,3,4
CTM49273,Nam,Ðà N?ng,Nãm 4,Ngo?i thýõng,Công ch?c nhà ný?c,Trên 5.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c",4,4,3,3,3,2,3,4,4,3
CTM49384,N?,Hà N?i,Nãm 3,Qu?n tr? Marketing,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,5,5,3,5,4,5,5,5,4
CTM49444,Nam,Th?a Thiên Hu?,Nãm 3,Thýõng m?i,Nông dân,T? 3.000.000 ð?n 5.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,4,4,4,1,1,2,3,4
CTM49664,Nam,Ngh? An,Nãm 3,Ngo?i thýõng,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,2,5,5,5,4,5,4,4,4
CTM49714,N?,Qu?ng B?nh,Nãm 4,Thýõng m?i,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,4,3,3,4,3,5,3,5,4
CTM49786,N?,Ð?k L?k,Nãm 4,Thýõng m?i,Nông dân,Dý?i 1.500.000,Dý?i 6 tháng,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web), Khác",5,3,3,4,5,5,4,4,3,3
CTM49806,Nam,Hà N?i,Nãm 4,Thýõng m?i ði?n t?,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game",3,4,4,4,4,2,3,3,4,4
CTM49896,N?,Ðà N?ng,Nãm 3,Ngo?i thýõng,Kinh doanh t? do,Trên 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,4,4,4,4,4,4,4,2
